assessment_id,entity_id,name,category,description,duration_minutes,job_levels,languages,remote,adaptive,url
A731,731,Dependability and Safety Instrument (DSI),['Personality & Behavior'],"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors.

Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase",10.0,['Entry-Level'],"['Portuguese (Brazil)', 'Chinese Traditional', 'Danish', 'Dutch', 'Finnish', 'French', 'German', 'Icelandic', 'Chinese Simplified', 'English International', 'Italian', 'Latin American Spanish', 'Polish', 'Swedish', 'English (USA)', 'Norwegian', 'Russian']",True,False,https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/
A4162,4162,Dermatology (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.",3.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/dermatology-new/
A4101,4101,Desktop Support (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.",8.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/desktop-support-new/
A4003,4003,Digital Advertising (New),['Knowledge & Skills'],Multi-choice test that measures the candidate's knowledge about use of AdWords and tools to analyze ad performance on digital media.,7.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/digital-advertising-new/
A4221,4221,Digital Readiness Development Report - IC,['Personality & Behavior'],"This participant-oriented report is aimed at individual contributors (non-managerial) and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.

Note: this report is specifically aimed at Individual Contributors. A version designed for Managers is also available (see Digital Readiness Report - Managers).",,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",[],True,False,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/
A4239,4239,Digital Readiness Development Report - Manager,['Personality & Behavior'],"This participant-oriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.

Note: this report is specifically aimed at managers. A version designed for individual contributors is also available (see Digital Readiness Report - IC).",,"['Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Supervisor', 'Director']",[],True,False,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/
A4059,4059,Docker (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/docker-new/
A4060,4060,Dojo (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.",11.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/dojo-new/
A4062,4062,Drupal (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",17.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/drupal-new/
A1102,1102,DSI v1.1 Interpretation Report,['Personality & Behavior'],DSI v1.1 Interpretation Report,,[],"['Portuguese (Brazil)', 'Dutch', 'Finnish', 'French', 'Latin American Spanish', 'Norwegian', 'Swedish', 'English (USA)', 'English International', 'Chinese Simplified', 'Chinese Traditional', 'Danish', 'German', 'Icelandic', 'Italian', 'Russian']",True,False,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/
A4148,4148,Econometrics (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.",11.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/econometrics-new/
A4009,4009,Economics (New),['Knowledge & Skills'],"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.",13.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/economics-new/
A4001,4001,Electrical and Electronics Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics.",14.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/
A4031,4031,Electrical Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics.",8.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/electrical-engineering-new/
A4002,4002,Electronics & Telecommunications Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering.",15.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/
A4000,4000,Electronics and Embedded Systems Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",18.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/
A4139,4139,Electronics and Semiconductor Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI.",7.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/
A4180,4180,English Comprehension (New),['Knowledge & Skills'],"Multiple-choice test that measures vocabulary, grammar and reading comprehension skills.",0.0,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/english-comprehension-new/
A4063,4063,Enterprise Java Beans (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency.",4.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/
